Offset      | Gap     | Origin                          | Size    | Uri
000045b0h   | 16      | 7ff7c6cccfd0h : 7ff7c6cccfe0h   | 16      | gmath/math/negate_8u
000045d0h   | 16      | 7ff7c6cccff0h : 7ff7c6ccd000h   | 16      | gmath/math/negate_16i
000045f0h   | 16      | 7ff7c6ccd010h : 7ff7c6ccd020h   | 16      | gmath/math/negate_16u
00004610h   | 16      | 7ff7c6ccd030h : 7ff7c6ccd03ah   | 10      | gmath/math/negate_32i
00004630h   | 22      | 7ff7c6ccd050h : 7ff7c6ccd05ch   | 12      | gmath/math/negate_32u
00004650h   | 20      | 7ff7c6ccd070h : 7ff7c6ccd07ch   | 12      | gmath/math/negate_64i
00004670h   | 20      | 7ff7c6ccd090h : 7ff7c6ccd09fh   | 15      | gmath/math/negate_64u
00004690h   | 17      | 7ff7c6ccd0b0h : 7ff7c6ccd0c2h   | 18      | gmath/math/negate_32f
000047b0h   | 270     | 7ff7c6ccd1d0h : 7ff7c6ccd1e2h   | 18      | gmath/math/negate_64f
000047e0h   | 30      | 7ff7c6ccd200h : 7ff7c6ccd23dh   | 61      | gmath/math/pow_8i
00005b90h   | 4979    | 7ff7c6cce5b0h : 7ff7c6cce5ebh   | 59      | gmath/math/pow_8u
00005be0h   | 21      | 7ff7c6cce600h : 7ff7c6cce63dh   | 61      | gmath/math/pow_16i
00005c30h   | 19      | 7ff7c6cce650h : 7ff7c6cce68bh   | 59      | gmath/math/pow_16u
00005c80h   | 21      | 7ff7c6cce6a0h : 7ff7c6cce6c8h   | 40      | gmath/math/pow_32i
00005cc0h   | 24      | 7ff7c6cce6e0h : 7ff7c6cce708h   | 40      | gmath/math/pow_32u
00005d00h   | 24      | 7ff7c6cce720h : 7ff7c6cce74ah   | 42      | gmath/math/pow_64i
00005d40h   | 22      | 7ff7c6cce760h : 7ff7c6cce78ah   | 42      | gmath/math/pow_64u
00005d80h   | 22      | 7ff7c6cce7a0h : 7ff7c6cce7aeh   | 14      | gmath/math/pow2_32i
00005da0h   | 18      | 7ff7c6cce7c0h : 7ff7c6cce7d1h   | 17      | gmath/math/pow2m1_32i
00005dd0h   | 31      | 7ff7c6cce7f0h : 7ff7c6cce808h   | 24      | gmath/math/signum_8i
00005f60h   | 376     | 7ff7c6cce980h : 7ff7c6cce995h   | 21      | gmath/math/signum_8u
00005f90h   | 27      | 7ff7c6cce9b0h : 7ff7c6cce9c8h   | 24      | gmath/math/signum_16i
00005fc0h   | 24      | 7ff7c6cce9e0h : 7ff7c6cce9f8h   | 24      | gmath/math/signum_16u
00005ff0h   | 24      | 7ff7c6ccea10h : 7ff7c6ccea24h   | 20      | gmath/math/signum_32i
00006020h   | 28      | 7ff7c6ccea40h : 7ff7c6ccea55h   | 21      | gmath/math/signum_32u
00006050h   | 27      | 7ff7c6ccea70h : 7ff7c6ccea8bh   | 27      | gmath/math/signum_64i
00006080h   | 21      | 7ff7c6cceaa0h : 7ff7c6cceab6h   | 22      | gmath/math/signum_64u
000060b0h   | 26      | 7ff7c6ccead0h : 7ff7c6cceae1h   | 17      | gmath/math/square_8i
000060e0h   | 31      | 7ff7c6cceb00h : 7ff7c6cceb0fh   | 15      | gmath/math/square_8u
00006100h   | 17      | 7ff7c6cceb20h : 7ff7c6cceb31h   | 17      | gmath/math/square_16i
00006130h   | 31      | 7ff7c6cceb50h : 7ff7c6cceb5fh   | 15      | gmath/math/square_16u
00006150h   | 17      | 7ff7c6cceb70h : 7ff7c6cceb7bh   | 11      | gmath/math/square_32i
00006170h   | 21      | 7ff7c6cceb90h : 7ff7c6cceb9bh   | 11      | gmath/math/square_32u
00006190h   | 21      | 7ff7c6ccebb0h : 7ff7c6ccebbdh   | 13      | gmath/math/square_64i
000061b0h   | 19      | 7ff7c6ccebd0h : 7ff7c6ccebddh   | 13      | gmath/math/square_64u
000061d0h   | 19      | 7ff7c6ccebf0h : 7ff7c6ccec04h   | 20      | gmath/math/sub_8i
00006200h   | 28      | 7ff7c6ccec20h : 7ff7c6ccec31h   | 17      | gmath/math/sub_8u
00006230h   | 31      | 7ff7c6ccec50h : 7ff7c6ccec64h   | 20      | gmath/math/sub_16i
00006260h   | 28      | 7ff7c6ccec80h : 7ff7c6ccec91h   | 17      | gmath/math/sub_16u
00006290h   | 31      | 7ff7c6ccecb0h : 7ff7c6ccecbah   | 10      | gmath/math/sub_32i
000062b0h   | 22      | 7ff7c6ccecd0h : 7ff7c6ccecdah   | 10      | gmath/math/sub_32u
000062d0h   | 22      | 7ff7c6ccecf0h : 7ff7c6ccecfch   | 12      | gmath/math/sub_64i
000062f0h   | 20      | 7ff7c6cced10h : 7ff7c6cced1ch   | 12      | gmath/math/sub_64u
00006310h   | 20      | 7ff7c6cced30h : 7ff7c6cced44h   | 20      | gmath/math/and_8i
00006340h   | 28      | 7ff7c6cced60h : 7ff7c6cced71h   | 17      | gmath/math/and_8u
00006370h   | 31      | 7ff7c6cced90h : 7ff7c6cceda4h   | 20      | gmath/math/and_16i
000063a0h   | 28      | 7ff7c6ccedc0h : 7ff7c6ccedd1h   | 17      | gmath/math/and_16u
000063d0h   | 31      | 7ff7c6ccedf0h : 7ff7c6ccedfah   | 10      | gmath/math/and_32i
000063f0h   | 22      | 7ff7c6ccee10h : 7ff7c6ccee1ah   | 10      | gmath/math/and_32u
00006410h   | 22      | 7ff7c6ccee30h : 7ff7c6ccee3ch   | 12      | gmath/math/and_64i
00006430h   | 20      | 7ff7c6ccee50h : 7ff7c6ccee5ch   | 12      | gmath/math/and_64u
00006450h   | 20      | 7ff7c6ccee70h : 7ff7c6ccee8ah   | 26      | gmath/math/cimpl_8i
00006480h   | 22      | 7ff7c6cceea0h : 7ff7c6cceeb3h   | 19      | gmath/math/cimpl_8u
000064b0h   | 29      | 7ff7c6cceed0h : 7ff7c6cceeeah   | 26      | gmath/math/cimpl_16i
000064e0h   | 22      | 7ff7c6ccef00h : 7ff7c6ccef13h   | 19      | gmath/math/cimpl_16u
00006510h   | 29      | 7ff7c6ccef30h : 7ff7c6ccef3ch   | 12      | gmath/math/cimpl_32i
00006530h   | 20      | 7ff7c6ccef50h : 7ff7c6ccef5ch   | 12      | gmath/math/cimpl_32u
00006550h   | 20      | 7ff7c6ccef70h : 7ff7c6ccef7fh   | 15      | gmath/math/cimpl_64i
00006570h   | 17      | 7ff7c6ccef90h : 7ff7c6ccef9fh   | 15      | gmath/math/cimpl_64u
00006590h   | 17      | 7ff7c6ccefb0h : 7ff7c6ccefc7h   | 23      | gmath/math/cnonimpl_8i
000065c0h   | 25      | 7ff7c6ccefe0h : 7ff7c6cceff4h   | 20      | gmath/math/cnonimpl_8u
000065f0h   | 28      | 7ff7c6ccf010h : 7ff7c6ccf027h   | 23      | gmath/math/cnonimpl_16i
00006620h   | 25      | 7ff7c6ccf040h : 7ff7c6ccf054h   | 20      | gmath/math/cnonimpl_16u
00006650h   | 28      | 7ff7c6ccf070h : 7ff7c6ccf07bh   | 11      | gmath/math/cnonimpl_32i
00006670h   | 21      | 7ff7c6ccf090h : 7ff7c6ccf09bh   | 11      | gmath/math/cnonimpl_32u
00006690h   | 21      | 7ff7c6ccf0b0h : 7ff7c6ccf0bbh   | 11      | gmath/math/cnonimpl_64i
00006700h   | 101     | 7ff7c6ccf120h : 7ff7c6ccf12bh   | 11      | gmath/math/cnonimpl_64u
00006720h   | 21      | 7ff7c6ccf140h : 7ff7c6ccf156h   | 22      | gmath/math/impl_8i
00006750h   | 26      | 7ff7c6ccf170h : 7ff7c6ccf183h   | 19      | gmath/math/impl_8u
00006780h   | 29      | 7ff7c6ccf1a0h : 7ff7c6ccf1b6h   | 22      | gmath/math/impl_16i
000067b0h   | 26      | 7ff7c6ccf1d0h : 7ff7c6ccf1e3h   | 19      | gmath/math/impl_16u
000067e0h   | 29      | 7ff7c6ccf200h : 7ff7c6ccf20ch   | 12      | gmath/math/impl_32i
00006800h   | 20      | 7ff7c6ccf220h : 7ff7c6ccf22ch   | 12      | gmath/math/impl_32u
00006820h   | 20      | 7ff7c6ccf240h : 7ff7c6ccf24fh   | 15      | gmath/math/impl_64i
00006840h   | 17      | 7ff7c6ccf260h : 7ff7c6ccf26fh   | 15      | gmath/math/impl_64u
00006860h   | 17      | 7ff7c6ccf280h : 7ff7c6ccf29ah   | 26      | gmath/math/nand_8i
00006890h   | 22      | 7ff7c6ccf2b0h : 7ff7c6ccf2c6h   | 22      | gmath/math/nand_8u
000068c0h   | 26      | 7ff7c6ccf2e0h : 7ff7c6ccf2fah   | 26      | gmath/math/nand_16i
000068f0h   | 22      | 7ff7c6ccf310h : 7ff7c6ccf326h   | 22      | gmath/math/nand_16u
00006920h   | 26      | 7ff7c6ccf340h : 7ff7c6ccf34ch   | 12      | gmath/math/nand_32i
00006940h   | 20      | 7ff7c6ccf360h : 7ff7c6ccf36ch   | 12      | gmath/math/nand_32u
00006960h   | 20      | 7ff7c6ccf380h : 7ff7c6ccf38fh   | 15      | gmath/math/nand_64i
00006980h   | 17      | 7ff7c6ccf3a0h : 7ff7c6ccf3afh   | 15      | gmath/math/nand_64u
000069a0h   | 17      | 7ff7c6ccf3c0h : 7ff7c6ccf3d7h   | 23      | gmath/math/nonimpl_8i
000069d0h   | 25      | 7ff7c6ccf3f0h : 7ff7c6ccf404h   | 20      | gmath/math/nonimpl_8u
00006a00h   | 28      | 7ff7c6ccf420h : 7ff7c6ccf437h   | 23      | gmath/math/nonimpl_16i
00006a30h   | 25      | 7ff7c6ccf450h : 7ff7c6ccf464h   | 20      | gmath/math/nonimpl_16u
00006a60h   | 28      | 7ff7c6ccf480h : 7ff7c6ccf48bh   | 11      | gmath/math/nonimpl_32i
00006a80h   | 21      | 7ff7c6ccf4a0h : 7ff7c6ccf4abh   | 11      | gmath/math/nonimpl_32u
00006aa0h   | 21      | 7ff7c6ccf4c0h : 7ff7c6ccf4cbh   | 11      | gmath/math/nonimpl_64i
00006ac0h   | 21      | 7ff7c6ccf4e0h : 7ff7c6ccf4ebh   | 11      | gmath/math/nonimpl_64u
00006ae0h   | 21      | 7ff7c6ccf500h : 7ff7c6ccf51ah   | 26      | gmath/math/nor_8i
00006b10h   | 22      | 7ff7c6ccf530h : 7ff7c6ccf546h   | 22      | gmath/math/nor_8u
00006b40h   | 26      | 7ff7c6ccf560h : 7ff7c6ccf57ah   | 26      | gmath/math/nor_16i
00006b70h   | 22      | 7ff7c6ccf590h : 7ff7c6ccf5a6h   | 22      | gmath/math/nor_16u
00006ba0h   | 26      | 7ff7c6ccf5c0h : 7ff7c6ccf5cch   | 12      | gmath/math/nor_32i
00006bc0h   | 20      | 7ff7c6ccf5e0h : 7ff7c6ccf5ech   | 12      | gmath/math/nor_32u
00006be0h   | 20      | 7ff7c6ccf600h : 7ff7c6ccf60fh   | 15      | gmath/math/nor_64i
00006c00h   | 17      | 7ff7c6ccf620h : 7ff7c6ccf62fh   | 15      | gmath/math/nor_64u
00006c20h   | 17      | 7ff7c6ccf640h : 7ff7c6ccf657h   | 23      | gmath/math/abs_8i
00006c50h   | 25      | 7ff7c6ccf670h : 7ff7c6ccf687h   | 23      | gmath/math/abs_16i
00006c80h   | 25      | 7ff7c6ccf6a0h : 7ff7c6ccf6b0h   | 16      | gmath/math/abs_32i
00006ca0h   | 16      | 7ff7c6ccf6c0h : 7ff7c6ccf6d4h   | 20      | gmath/math/abs_64i
00006cd0h   | 28      | 7ff7c6ccf6f0h : 7ff7c6ccf704h   | 20      | gmath/math/add_8i
00006d00h   | 28      | 7ff7c6ccf720h : 7ff7c6ccf731h   | 17      | gmath/math/add_8u
00006d30h   | 31      | 7ff7c6ccf750h : 7ff7c6ccf764h   | 20      | gmath/math/add_16i
00006d60h   | 28      | 7ff7c6ccf780h : 7ff7c6ccf791h   | 17      | gmath/math/add_16u
00006d90h   | 31      | 7ff7c6ccf7b0h : 7ff7c6ccf7b9h   | 9       | gmath/math/add_32i
00006db0h   | 23      | 7ff7c6ccf7d0h : 7ff7c6ccf7d9h   | 9       | gmath/math/add_32u
00006dd0h   | 23      | 7ff7c6ccf7f0h : 7ff7c6ccf7fah   | 10      | gmath/math/add_64i
00006df0h   | 22      | 7ff7c6ccf810h : 7ff7c6ccf81ah   | 10      | gmath/math/add_64u
00006e10h   | 22      | 7ff7c6ccf830h : 7ff7c6ccf849h   | 25      | gmath/math/avgz_8u
00006e40h   | 23      | 7ff7c6ccf860h : 7ff7c6ccf879h   | 25      | gmath/math/avgz_16u
00006e70h   | 23      | 7ff7c6ccf890h : 7ff7c6ccf8a0h   | 16      | gmath/math/avgz_32u
00006e90h   | 16      | 7ff7c6ccf8b0h : 7ff7c6ccf8c5h   | 21      | gmath/math/avgz_64u
00006ec0h   | 27      | 7ff7c6ccf8e0h : 7ff7c6ccf8f9h   | 25      | gmath/math/avgi_8u
00006ef0h   | 23      | 7ff7c6ccf910h : 7ff7c6ccf929h   | 25      | gmath/math/avgi_16u
00006f20h   | 23      | 7ff7c6ccf940h : 7ff7c6ccf950h   | 16      | gmath/math/avgi_32u
00006f40h   | 16      | 7ff7c6ccf960h : 7ff7c6ccf975h   | 21      | gmath/math/avgi_64u
00006f70h   | 27      | 7ff7c6ccf990h : 7ff7c6ccf9a5h   | 21      | gmath/math/clamp_8i
00006fa0h   | 27      | 7ff7c6ccf9c0h : 7ff7c6ccf9d3h   | 19      | gmath/math/clamp_8u
00006fd0h   | 29      | 7ff7c6ccf9f0h : 7ff7c6ccfa05h   | 21      | gmath/math/clamp_16i
00007000h   | 27      | 7ff7c6ccfa20h : 7ff7c6ccfa33h   | 19      | gmath/math/clamp_16u
00007030h   | 29      | 7ff7c6ccfa50h : 7ff7c6ccfa5fh   | 15      | gmath/math/clamp_32i
00007050h   | 17      | 7ff7c6ccfa70h : 7ff7c6ccfa7fh   | 15      | gmath/math/clamp_32u
00007070h   | 17      | 7ff7c6ccfa90h : 7ff7c6ccfaa2h   | 18      | gmath/math/clamp_64i
000070a0h   | 30      | 7ff7c6ccfac0h : 7ff7c6ccfad2h   | 18      | gmath/math/clamp_64u
000070d0h   | 30      | 7ff7c6ccfaf0h : 7ff7c6ccfb04h   | 20      | gmath/math/dec_8i
00007100h   | 28      | 7ff7c6ccfb20h : 7ff7c6ccfb31h   | 17      | gmath/math/dec_8u
00007130h   | 31      | 7ff7c6ccfb50h : 7ff7c6ccfb64h   | 20      | gmath/math/dec_16i
00007160h   | 28      | 7ff7c6ccfb80h : 7ff7c6ccfb91h   | 17      | gmath/math/dec_16u
00007190h   | 31      | 7ff7c6ccfbb0h : 7ff7c6ccfbb9h   | 9       | gmath/math/dec_32i
000071b0h   | 23      | 7ff7c6ccfbd0h : 7ff7c6ccfbd9h   | 9       | gmath/math/dec_32u
000071d0h   | 23      | 7ff7c6ccfbf0h : 7ff7c6ccfbfah   | 10      | gmath/math/dec_64i
000071f0h   | 22      | 7ff7c6ccfc10h : 7ff7c6ccfc1ah   | 10      | gmath/math/dec_64u
00007210h   | 22      | 7ff7c6ccfc30h : 7ff7c6ccfc4bh   | 27      | gmath/math/dist_8u
00007240h   | 21      | 7ff7c6ccfc60h : 7ff7c6ccfc7dh   | 29      | gmath/math/dist_8i
00007270h   | 19      | 7ff7c6ccfc90h : 7ff7c6ccfcadh   | 29      | gmath/math/dist_16i
000072a0h   | 19      | 7ff7c6ccfcc0h : 7ff7c6ccfcdbh   | 27      | gmath/math/dist_16u
000072d0h   | 21      | 7ff7c6ccfcf0h : 7ff7c6ccfd05h   | 21      | gmath/math/dist_32i
00007300h   | 27      | 7ff7c6ccfd20h : 7ff7c6ccfd33h   | 19      | gmath/math/dist_32u
00007330h   | 29      | 7ff7c6ccfd50h : 7ff7c6ccfd68h   | 24      | gmath/math/dist_64i
00007360h   | 24      | 7ff7c6ccfd80h : 7ff7c6ccfd98h   | 24      | gmath/math/dist_64u
00007390h   | 24      | 7ff7c6ccfdb0h : 7ff7c6ccfdc5h   | 21      | gmath/math/div_8i
000073c0h   | 27      | 7ff7c6ccfde0h : 7ff7c6ccfdf2h   | 18      | gmath/math/div_8u
000073f0h   | 30      | 7ff7c6ccfe10h : 7ff7c6ccfe25h   | 21      | gmath/math/div_16i
00007420h   | 27      | 7ff7c6ccfe40h : 7ff7c6ccfe52h   | 18      | gmath/math/div_16u
00007450h   | 30      | 7ff7c6ccfe70h : 7ff7c6ccfe7fh   | 15      | gmath/math/div_32i
00007470h   | 17      | 7ff7c6ccfe90h : 7ff7c6ccfea0h   | 16      | gmath/math/div_32u
00007490h   | 16      | 7ff7c6ccfeb0h : 7ff7c6ccfec1h   | 17      | gmath/math/div_64i
000074c0h   | 31      | 7ff7c6ccfee0h : 7ff7c6ccfef1h   | 17      | gmath/math/div_64u
000074f0h   | 31      | 7ff7c6ccff10h : 7ff7c6ccff29h   | 25      | gmath/math/divides_8i
00007520h   | 23      | 7ff7c6ccff40h : 7ff7c6ccff57h   | 23      | gmath/math/divides_8u
00007550h   | 25      | 7ff7c6ccff70h : 7ff7c6ccff89h   | 25      | gmath/math/divides_16i
00007580h   | 23      | 7ff7c6ccffa0h : 7ff7c6ccffb7h   | 23      | gmath/math/divides_16u
000075b0h   | 25      | 7ff7c6ccffd0h : 7ff7c6ccffe3h   | 19      | gmath/math/divides_32i
000075e0h   | 29      | 7ff7c6cd0000h : 7ff7c6cd0014h   | 20      | gmath/math/divides_32u
00007610h   | 28      | 7ff7c6cd0030h : 7ff7c6cd0047h   | 23      | gmath/math/divides_64i
00007640h   | 25      | 7ff7c6cd0060h : 7ff7c6cd0077h   | 23      | gmath/math/divides_64u
00007670h   | 25      | 7ff7c6cd0090h : 7ff7c6cd00abh   | 27      | gmath/math/fma_8i
000076a0h   | 21      | 7ff7c6cd00c0h : 7ff7c6cd00d8h   | 24      | gmath/math/fma_8u
000076d0h   | 24      | 7ff7c6cd00f0h : 7ff7c6cd010bh   | 27      | gmath/math/fma_16i
00007700h   | 21      | 7ff7c6cd0120h : 7ff7c6cd0138h   | 24      | gmath/math/fma_16u
00007730h   | 24      | 7ff7c6cd0150h : 7ff7c6cd015eh   | 14      | gmath/math/fma_32i
00007750h   | 18      | 7ff7c6cd0170h : 7ff7c6cd017eh   | 14      | gmath/math/fma_32u
00007770h   | 18      | 7ff7c6cd0190h : 7ff7c6cd01a0h   | 16      | gmath/math/fma_64i
00007790h   | 16      | 7ff7c6cd01b0h : 7ff7c6cd01c0h   | 16      | gmath/math/fma_64u
000077b0h   | 16      | 7ff7c6cd01d0h : 7ff7c6cd020dh   | 61      | gmath/math/gcd_8i
00007810h   | 35      | 7ff7c6cd0230h : 7ff7c6cd024dh   | 29      | gmath/math/gcd_8u
00007840h   | 19      | 7ff7c6cd0260h : 7ff7c6cd029dh   | 61      | gmath/math/gcd_16i
000078a0h   | 35      | 7ff7c6cd02c0h : 7ff7c6cd02e3h   | 35      | gmath/math/gcd_16u
000078e0h   | 29      | 7ff7c6cd0300h : 7ff7c6cd032ah   | 42      | gmath/math/gcd_32i
00007920h   | 22      | 7ff7c6cd0340h : 7ff7c6cd035bh   | 27      | gmath/math/gcd_32u
00007950h   | 21      | 7ff7c6cd0370h : 7ff7c6cd03a6h   | 54      | gmath/math/gcd_64i
000079a0h   | 26      | 7ff7c6cd03c0h : 7ff7c6cd03dch   | 28      | gmath/math/gcd_64u
000079d0h   | 20      | 7ff7c6cd03f0h : 7ff7c6cd0404h   | 20      | gmath/math/inc_8i
00007a00h   | 28      | 7ff7c6cd0420h : 7ff7c6cd0431h   | 17      | gmath/math/inc_8u
00007a30h   | 31      | 7ff7c6cd0450h : 7ff7c6cd0464h   | 20      | gmath/math/inc_16i
00007a60h   | 28      | 7ff7c6cd0480h : 7ff7c6cd0491h   | 17      | gmath/math/inc_16u
00007a90h   | 31      | 7ff7c6cd04b0h : 7ff7c6cd04b9h   | 9       | gmath/math/inc_32i
00007ab0h   | 23      | 7ff7c6cd04d0h : 7ff7c6cd04d9h   | 9       | gmath/math/inc_32u
00007ad0h   | 23      | 7ff7c6cd04f0h : 7ff7c6cd04fah   | 10      | gmath/math/inc_64i
00007af0h   | 22      | 7ff7c6cd0510h : 7ff7c6cd051ah   | 10      | gmath/math/inc_64u
00007b10h   | 22      | 7ff7c6cd0530h : 7ff7c6cd0545h   | 21      | gmath/math/ispow2_8i
00007b40h   | 27      | 7ff7c6cd0560h : 7ff7c6cd0574h   | 20      | gmath/math/ispow2_8u
00007b70h   | 28      | 7ff7c6cd0590h : 7ff7c6cd05a5h   | 21      | gmath/math/ispow2_16i
00007ba0h   | 27      | 7ff7c6cd05c0h : 7ff7c6cd05d4h   | 20      | gmath/math/ispow2_16u
00007bd0h   | 28      | 7ff7c6cd05f0h : 7ff7c6cd0601h   | 17      | gmath/math/ispow2_32i
00007c00h   | 31      | 7ff7c6cd0620h : 7ff7c6cd0631h   | 17      | gmath/math/ispow2_32u
00007c30h   | 31      | 7ff7c6cd0650h : 7ff7c6cd0663h   | 19      | gmath/math/ispow2_64i
00007c60h   | 29      | 7ff7c6cd0680h : 7ff7c6cd0693h   | 19      | gmath/math/ispow2_64u
00007c90h   | 29      | 7ff7c6cd06b0h : 7ff7c6cd0755h   | 165     | gmath/math/log2_64u
00007eb0h   | 379     | 7ff7c6cd08d0h : 7ff7c6cd0978h   | 168     | gmath/math/log2_32i
00007f70h   | 24      | 7ff7c6cd0990h : 7ff7c6cd0a36h   | 166     | gmath/math/log2_32u
00008030h   | 26      | 7ff7c6cd0a50h : 7ff7c6cd0afbh   | 171     | gmath/math/log2_8u
000080f0h   | 21      | 7ff7c6cd0b10h : 7ff7c6cd0bbbh   | 171     | gmath/math/log2_16u
000081b0h   | 21      | 7ff7c6cd0bd0h : 7ff7c6cd0be5h   | 21      | gmath/math/mod_8i
000081e0h   | 27      | 7ff7c6cd0c00h : 7ff7c6cd0c12h   | 18      | gmath/math/mod_8u
00008210h   | 30      | 7ff7c6cd0c30h : 7ff7c6cd0c45h   | 21      | gmath/math/mod_16i
00008240h   | 27      | 7ff7c6cd0c60h : 7ff7c6cd0c72h   | 18      | gmath/math/mod_16u
00008270h   | 30      | 7ff7c6cd0c90h : 7ff7c6cd0ca1h   | 17      | gmath/math/mod_32i
000082a0h   | 31      | 7ff7c6cd0cc0h : 7ff7c6cd0cd2h   | 18      | gmath/math/mod_32u
000082d0h   | 30      | 7ff7c6cd0cf0h : 7ff7c6cd0d04h   | 20      | gmath/math/mod_64i
00008300h   | 28      | 7ff7c6cd0d20h : 7ff7c6cd0d34h   | 20      | gmath/math/mod_64u
00008330h   | 28      | 7ff7c6cd0d50h : 7ff7c6cd0d82h   | 50      | gmath/fmath/abs_32f
00008c30h   | 2254    | 7ff7c6cd1650h : 7ff7c6cd168bh   | 59      | gmath/fmath/abs_64f
00008c90h   | 37      | 7ff7c6cd16b0h : 7ff7c6cd16bah   | 10      | gmath/fmath/add_32f
00008cb0h   | 22      | 7ff7c6cd16d0h : 7ff7c6cd16dah   | 10      | gmath/fmath/add_64f
00008e40h   | 390     | 7ff7c6cd1860h : 7ff7c6cd186ch   | 12      | gmath/fmath/ceil_32f
00008f50h   | 260     | 7ff7c6cd1970h : 7ff7c6cd197ch   | 12      | gmath/fmath/ceil_64f
00008f70h   | 20      | 7ff7c6cd1990h : 7ff7c6cd19a1h   | 17      | gmath/fmath/clamp_32f
00008fa0h   | 31      | 7ff7c6cd19c0h : 7ff7c6cd19d1h   | 17      | gmath/fmath/clamp_64f
00008fd0h   | 31      | 7ff7c6cd19f0h : 7ff7c6cd19feh   | 14      | gmath/fmath/dec_32f
00009000h   | 34      | 7ff7c6cd1a20h : 7ff7c6cd1a2eh   | 14      | gmath/fmath/dec_64f
00009030h   | 34      | 7ff7c6cd1a50h : 7ff7c6cd1a7fh   | 47      | gmath/fmath/dist_64f
00009080h   | 33      | 7ff7c6cd1aa0h : 7ff7c6cd1aaah   | 10      | gmath/fmath/div_32f
000090a0h   | 22      | 7ff7c6cd1ac0h : 7ff7c6cd1acah   | 10      | gmath/fmath/div_64f
000090c0h   | 22      | 7ff7c6cd1ae0h : 7ff7c6cd1b10h   | 48      | gmath/fmath/divides_32f
00009110h   | 32      | 7ff7c6cd1b30h : 7ff7c6cd1b60h   | 48      | gmath/fmath/divides_64f
00009160h   | 32      | 7ff7c6cd1b80h : 7ff7c6cd1b8ch   | 12      | gmath/fmath/floor_32f
00009180h   | 20      | 7ff7c6cd1ba0h : 7ff7c6cd1bach   | 12      | gmath/fmath/floor_64f
000091a0h   | 20      | 7ff7c6cd1bc0h : 7ff7c6cd1bcbh   | 11      | gmath/fmath/fma_32f
00009200h   | 85      | 7ff7c6cd1c20h : 7ff7c6cd1c2bh   | 11      | gmath/fmath/fma_64f
00009220h   | 21      | 7ff7c6cd1c40h : 7ff7c6cd1c4eh   | 14      | gmath/fmath/inc_32f
00009250h   | 34      | 7ff7c6cd1c70h : 7ff7c6cd1c7eh   | 14      | gmath/fmath/inc_64f
00009280h   | 34      | 7ff7c6cd1ca0h : 7ff7c6cd1caah   | 10      | gmath/fmath/mul_32f
000092a0h   | 22      | 7ff7c6cd1cc0h : 7ff7c6cd1ccah   | 10      | gmath/fmath/mul_64f
000092c0h   | 22      | 7ff7c6cd1ce0h : 7ff7c6cd1cf2h   | 18      | gmath/fmath/negate_32f
000092f0h   | 30      | 7ff7c6cd1d10h : 7ff7c6cd1d22h   | 18      | gmath/fmath/negate_64f
00009320h   | 30      | 7ff7c6cd1d40h : 7ff7c6cd1d59h   | 25      | gmath/fmath/signum_32f
00009520h   | 487     | 7ff7c6cd1f40h : 7ff7c6cd1f59h   | 25      | gmath/fmath/signum_64f
00009550h   | 23      | 7ff7c6cd1f70h : 7ff7c6cd1f7ah   | 10      | gmath/fmath/square_32f
00009570h   | 22      | 7ff7c6cd1f90h : 7ff7c6cd1f9ah   | 10      | gmath/fmath/square_64f
00009590h   | 22      | 7ff7c6cd1fb0h : 7ff7c6cd1fbah   | 10      | gmath/fmath/sqrt_32f
000095b0h   | 22      | 7ff7c6cd1fd0h : 7ff7c6cd1fdah   | 10      | gmath/fmath/sqrt_64f
000095d0h   | 22      | 7ff7c6cd1ff0h : 7ff7c6cd1ffah   | 10      | gmath/fmath/sub_32f
000095f0h   | 22      | 7ff7c6cd2010h : 7ff7c6cd201ah   | 10      | gmath/fmath/sub_64f
00009610h   | 22      | 7ff7c6cd2030h : 7ff7c6cd21f6h   | 454     | gmath/fmath/fcmp_32f
00009a90h   | 698     | 7ff7c6cd24b0h : 7ff7c6cd2676h   | 454     | gmath/fmath/fcmp_64f
00009d00h   | 170     | 7ff7c6cd2720h : 7ff7c6cd2739h   | 25      | gmath/fmath/exp_32f
00009d30h   | 23      | 7ff7c6cd2750h : 7ff7c6cd2769h   | 25      | gmath/fmath/exp_64f
00009d60h   | 23      | 7ff7c6cd2780h : 7ff7c6cd2828h   | 168     | gmath/fmath/gcd_32f
00009f20h   | 280     | 7ff7c6cd2940h : 7ff7c6cd29f0h   | 176     | gmath/fmath/gcd_64f
0000a000h   | 48      | 7ff7c6cd2a20h : 7ff7c6cd2a39h   | 25      | gmath/fmath/log2_32f
0000a030h   | 23      | 7ff7c6cd2a50h : 7ff7c6cd2a69h   | 25      | gmath/fmath/log2_64f
0000a060h   | 23      | 7ff7c6cd2a80h : 7ff7c6cd2a99h   | 25      | gmath/fmath/ln_32f
0000a090h   | 23      | 7ff7c6cd2ab0h : 7ff7c6cd2ac9h   | 25      | gmath/fmath/ln_64f
0000a0c0h   | 23      | 7ff7c6cd2ae0h : 7ff7c6cd2b12h   | 50      | gmath/fmath/log_0o_32f
0000a9e0h   | 2286    | 7ff7c6cd3400h : 7ff7c6cd3428h   | 40      | gmath/fmath/log_0o_64f
